When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
5-Feb-15,2015,Beachwood (Warrensville Heights),Ohio,OH,Harvard Road,3,3,N/A,N/A,N/A
5-Feb-15,2015,Warrensville Heights,Ohio,OH,"Warrensville Heights, Ohio",3,3,The shooter was not identified,N/A,N/A
6-Feb-15,2015,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",1,3,The shooter was Chadrick Colbert,N/A,N/A
7-Feb-15,2015,Douglasville,Georgia,GA,"Douglasville, Georgia",5,2,"A man entered the house of his ex-wife and shot her, two of their children, her boyfriend, and wounded two of her children. He then went onto the street and shot himself.",Residential home/Neighborhood,No
7-Feb-15,2015,Monroeville,Pennsylvania,PA,"Monroeville, Pennsylvania",0,3,"A teenager entered Macy's at the Monroeville Mall, approached a man and spoke briefly with him. Then he shot him and two bystanders. The shooter left the scene, but was arrested the next morning.",Retail/Wholesale/Services facility,No
8-Feb-15,2015,Crockett County,Tennessee,TN,"Crockett County, Tennessee",0,6,The shooter was not identified,N/A,N/A
8-Feb-15,2015,Maury City,Tennessee,TN,251 Dupree Road,0,6,N/A,N/A,N/A
9-Feb-15,2015,New Port Richey,Florida,FL,"New Port Richey, Florida",3,1,Two shooters with significant criminal records entered a house Moon Lake and shot the four residents of the house. Three of the victims were killed and the fourth was injured and escaped the house after the shooters left. The shooters escaped and were arrested a week later.,Residential home/Neighborhood,No
10-Feb-15,2015,Chapel Hill,North Carolina,NC,"Chapel Hill, North Carolina",3,0,"A man entered the apartment of three Muslim students with whom he had an ongoing dispute about parking space. The man was a fellow resident of the apartment complex. He shot all three people in the head, killing them. ",Residential home/Neighborhood,Yes
15-Feb-15,2015,Long Beach,California,CA,"Long Beach, California",0,5,The shooter was not identified,N/A,N/A
17-Feb-15,2015,Little Rock,Arkansas,AR,"Little Rock, Arkansas",1,3,The shooter was Calvin Williams;Ralph Armstrong,N/A,N/A
20-Feb-15,2015,Sacramento,California,CA,1417 R Street,0,4,N/A,N/A,N/A
22-Feb-15,2015,Charleston,South Carolina,SC,"Charleston, South Carolina",0,4,The shooter was not identified,N/A,N/A
22-Feb-15,2015,Clarkesville,Georgia,GA,"Clarkesville, Georgia",3,2,"A former police officer fatally shot his ex-wife and her friend, then wounded a local sheriff and a deputy at his ex-wife's home on Sunday before he was killed by the return fire from law enforcement.",Residential home/Neighborhood,No
22-Feb-15,2015,Habersham County,Georgia,GA,"Habersham County, Georgia",3,2,The shooter was Anthony Giaquinta,N/A,N/A
22-Feb-15,2015,Killeen,Texas,TX,"Killeen, Texas",4,1,"Fort Hood soldier opened fire on three people, killing two and injuring one before forcing his wife into another home, where he killed her and then himself. ",Residential home/Neighborhood,No
23-Feb-15,2015,Daytona Beach,Florida,FL,Sheridan Road,0,4,N/A,N/A,N/A
24-Feb-15,2015,Charlotte,North Carolina,NC,"Charlotte, North Carolina",3,0,"""America's Next Top Model"" contestant was killed in a triple homicide at her boyfriend's home.",Residential home/Neighborhood,No
25-Feb-15,2015,Houston,Texas,TX,"Houston, Texas",3,2,The shooter was not identified,N/A,N/A
26-Feb-15,2015,Tyrone,Missouri,MO,"Tyrone, Missouri",8,1,"A man entered the home of two of his cousins and shot them. Their daughter escaped the home and called the police. The shooter proceeded to four other nearby residences, killing two more of his cousins and three other acquaintances. The shooter then drove to another county and killed himself in his car. The shooter's mother, who lived with the shooter, was found dead from lung cancer in her home.",Residential home/Neighborhood,No
27-Feb-15,2015,Birmingham,Alabama,AL,"Birmingham, Alabama",1,2,"The online Facebook brawl between two groups of friends spilled out into the streets with a planned videotaped fight. After the melee ensued, two teenage males pulled out guns and started shooting at the girls. The shots killed 14-year-old girl and wounded two others.",Park/Wilderness,No
27-Feb-15,2015,Tyrone,Missouri,MO,"Tyrone, Missouri",8,1,The shooter was Joseph Jesse Aldridge,N/A,N/A
28-Feb-15,2015,Baltimore,Maryland,MD,"Baltimore, Maryland",1,3,The shooter was not identified,N/A,N/A
28-Feb-15,2015,Columbia,Missouri,MO,"Columbia, Missouri",3,1,The shooter was not identified,N/A,N/A
28-Feb-15,2015,Tarboro,North Carolina,NC,"Tarboro, North Carolina",4,0,One of the fatal shootings happened at the Master's Touch barber shop around 1 p.m. Another shooting  happened at a nearby mobile home park. A woman and man were shot in that encounter. Police later shot and killed the suspected gunman after they tracked down the suspect. ,Retail/Wholesale/Services facility,No
1-Mar-15,2015,Detroit,Michigan,MI,"Detroit, Michigan",1,5,The shooter was not identified,N/A,N/A
1-Mar-15,2015,Orange County,Florida,FL,4900 block of Steyr Street,0,4,N/A,N/A,N/A
1-Mar-15,2015,Tangelo Park,Florida,FL,"Tangelo Park, Florida",0,4,The shooter was not identified,N/A,N/A
3-Mar-15,2015,Las Vegas,Nevada,NV,"Las Vegas, Nevada",3,1,The shooter was not identified,N/A,N/A
4-Mar-15,2015,San Bernadino,California,CA,"San Bernadino, California",2,5,The shooter was not identified,N/A,N/A
4-Mar-15,2015,San Bernardino,California,CA,190 block of West Club Center Drive,2,5,N/A,N/A,N/A
8-Mar-15,2015,Seneca,South Carolina,SC,Wells Highway,1,3,N/A,N/A,N/A
9-Mar-15,2015,Chicago,Illinois,IL,"Chicago, Illinois",1,3,The shooter was not identified,N/A,N/A
10-Mar-15,2015,Columbus,Georgia,GA,"Columbus, Georgia",0,5,The shooter was not identified,N/A,N/A
11-Mar-15,2015,Aurora,Illinois,IL,"Aurora, Illinois",0,4,The shooter was not identified,N/A,N/A
13-Mar-15,2015,Brookhaven,Mississippi,MS,"Brookhaven, Mississippi",2,3,"The man accused of shooting  the owners of a house, killing the two and critically injuring the other three. The man rented a room in the house. The man and the house owner had argued about something, and the man pulled out a gun and started shooting. He was found dead on Saturday, May 31, 2015 in his cell.",Residential home/Neighborhood,No
14-Mar-15,2015,Atlanta,Georgia,GA,"Atlanta, Georgia",0,5,The shooter was not identified,N/A,N/A
14-Mar-15,2015,Coachella,California,CA,84000 block of Bagdad Avenue,0,4,N/A,N/A,N/A
15-Mar-15,2015,Compton,California,CA,2700 block of West Alondra Boulevard,0,4,N/A,N/A,N/A
15-Mar-15,2015,Cottonwood,Alabama,AL,"Cottonwood, Alabama",3,1,"March 15, the man broke into a house and killed two people including his wife and shot another person before turning the gun on himself.",Residential home/Neighborhood,No
15-Mar-15,2015,Houston County,Alabama,AL,"Houston County, Alabama",3,1,The shooter was Christopher Lance Joyner,N/A,N/A
15-Mar-15,2015,Lillington,North Carolina,NC,"Lillington, North Carolina",0,4,The shooter was Eric Antonio Cannady;Tommy Ray Jackson Jr.,N/A,N/A
16-Mar-15,2015,Compton,California,CA,"Compton, California",0,4,The shooter was not identified,N/A,N/A
17-Mar-15,2015,Stockton,California,CA,"Stockton, California",3,4,The shooter was not identified,N/A,N/A
18-Mar-15,2015,Mesa,Arizona,AZ,"Mesa, Arizona",1,5,"The shootings started with an argument inside a motel room that spilled outside, one man dead and two women wounded. The gunman then shot another man who was working at a nearby restaurant. The gunman got away from the restaurant by carjacking the school instructor's car. The man then went to an apartment complex about 2 miles away, and shot another man. Another man was found in a neighboring apartment building with multiple gunshot wounds.",Residential home/Neighborhood,No
18-Mar-15,2015,Newark,New Jersey,NJ,"Newark, New Jersey",1,3,The shooter was not identified,N/A,N/A
19-Mar-15,2015,Little Water,New Mexico,NM,"Little Water, New Mexico",2,2,Police officer was shot and killed after responding to a domestic violence situation. The shooter was holding his family hostage and allegedly pistol-whipped his wife and mother. The suspect led police on a 40-mile chase from New Mexico to Arizona before he was shot and killed.,Street/Highway,No
19-Mar-15,2015,Navajo Nation,Arizona,AZ,"Navajo Nation, Arizona",2,2,The shooter was Justin Fowler,N/A,N/A
20-Mar-15,2015,Columbus,Mississippi,MS,"Columbus, Mississippi",0,4,The shooter was not identified,N/A,N/A
20-Mar-15,2015,Joliet,Illinois,IL,"Joliet, Illinois",0,4,The shooter was not identified,N/A,N/A
20-Mar-15,2015,Lancaster,Texas,TX,"Lancaster, Texas",1,3,The shooter was not identified,N/A,N/A
20-Mar-15,2015,Oklahoma City,Oklahoma,OK,"Oklahoma City, Oklahoma",0,4,The shooter was not identified,N/A,N/A
21-Mar-15,2015,Lehigh Acres,Florida,FL,"Lehigh Acres, Florida",0,5,The shooter was not identified,N/A,N/A
21-Mar-15,2015,Tampa,Florida,FL,1802 Seventh Ave,0,4,N/A,N/A,N/A
21-Mar-15,2015,Ybor City,Florida,FL,"Ybor City, Florida",0,4,The shooter was not identified,N/A,N/A
22-Mar-15,2015,Albuquerque,New Mexico,NM,"Albuquerque, New Mexico",1,6,The shooter was not identified,N/A,N/A
23-Mar-15,2015,Clarksville,Tennessee,TN,"Clarksville, Tennessee",1,4,The shooter was not identified,N/A,N/A
24-Mar-15,2015,Indianapolis,Indiana,IN,"Indianapolis, Indiana",4,0,The shooter was not identified,N/A,N/A
26-Mar-15,2015,Amarillo,Texas,TX,"Amarillo, Texas",0,4,The shooter was not identified,N/A,N/A
27-Mar-15,2015,Panama City Beach,Florida,FL,5312 Thomas Drive,0,7,N/A,N/A,N/A
28-Mar-15,2015,Panama City Beach,Florida,FL,"Panama City Beach, Florida",0,7,"Seven people were wounded, several critically, in a shooting at a Spring Break house party early Saturday. The shooter was arrested after the shooting.",Residential home/Neighborhood,No
29-Mar-15,2015,Stockton,California,CA,"Stockton, California",0,4,The shooter was not identified,N/A,N/A
30-Mar-15,2015,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",4,0,"Police discovered four bodies of a family, including two young boys, inside a home in Tulsa, Oklahoma on Wednesday in what appeared to be a murder-suicide. Officers discovered the bodies Wednesday afternoon as they conducted a welfare check requested by the mother's employer who was concerned after the woman failed to show up for work or call in sick for two days. A handgun was found near the father's body.",Residential home/Neighborhood,No
2-Apr-15,2015,Baltimore,Maryland,MD,"Baltimore, Maryland",0,5,The shooter was not identified,N/A,N/A
3-Apr-15,2015,Daytona Beach,Florida,FL,"Daytona Beach, Florida",0,4,"Four people were shot early Friday morning at a house party near Bethune-Cookman University in Daytona Beach. Four Bethune-Cookman University students were shot after the alleged gunman was kicked out of a house party about four blocks from the campus in Daytona Beach. The escaped suspect surrendered on April 6, 2015.",Residential home/Neighborhood,No
5-Apr-15,2015,Benton Harbor,Michigan,MI,1000 block of Blossom Lane,0,4,N/A,N/A,N/A
5-Apr-15,2015,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,5,"Three suspects entered the apartment, fired multiple shots, and then fled the scene. Five people were injured, three of them were children. One of three suspects was arrested.",Residential home/Neighborhood,No
5-Apr-15,2015,Louisville,Kentucky,KY,"Louisville, Kentucky",1,4,The shooter was not identified,N/A,N/A
5-Apr-15,2015,Pittsburgh,Pennsylvania,PA,Dinwiddie Street,1,3,N/A,N/A,N/A
7-Apr-15,2015,North Rome,Georgia,GA,"North Rome, Georgia",1,3,The shooter was Joseph Hamilton Jackson,N/A,N/A
7-Apr-15,2015,Rome,Georgia,GA,"Rome, Georgia",1,3,"The man entered 20 Copeland St. about 11:10 p.m. Tuesday and demanded cash from one of victim. The man then fired a handgun at the victim, killing him. Police said at least two men intended to rob people at the Copeland Street home.",Residential home/Neighborhood,No
16-Apr-15,2015,Los Angeles,California,CA,"Los Angeles, California",1,4,The shooter was not identified,N/A,N/A
16-Apr-15,2015,Phoenix,Arizona,AZ,"Phoenix, Arizona",5,0,A man who had been in a business dispute with his two brothers shot and killed them with his mother and one of their wives before taking his own life.,Residential home/Neighborhood,No
18-Apr-15,2015,Charlotte,North Carolina,NC,"Charlotte, North Carolina",0,4,The shooter was not identified,N/A,N/A
18-Apr-15,2015,Lumberton,North Carolina,NC,"Lumberton, North Carolina",1,3,The shooter was not identified,N/A,N/A
18-Apr-15,2015,Montgomery,Alabama,AL,"Montgomery, Alabama",0,5,The shooter was not identified,N/A,N/A
18-Apr-15,2015,Paterson,New Jersey,NJ,"Paterson, New Jersey",1,3,The shooter was not identified,N/A,N/A
18-Apr-15,2015,Patterson,New Jersey,NJ,230 Rosa Parks Boulevard,1,3,N/A,N/A,N/A
18-Apr-15,2015,Williamsport,Pennsylvania,PA,"Williamsport, Pennsylvania",0,5,The shooter was not identified,N/A,N/A
19-Apr-15,2015,Richmond,Virginia,VA,"Richmond, Virginia",0,4,The shooter was not identified,N/A,N/A
21-Apr-15,2015,Killeen,Texas,TX,"Killeen, Texas",2,3,A man fatally shot two women and wounded three others at the Village West Apartments. ,Residential home/Neighborhood,No
25-Apr-15,2015,Gates,New York,NY,"Gates, New York",1,6,"A man opened fire inside the Gates Pub. Seven people were shot, one of them was killed.",Restaurant/Café,No
25-Apr-15,2015,Trenton,New Jersey,NJ,"Trenton, New Jersey",0,4,The shooter was not identified,N/A,N/A
27-Apr-15,2015,Brooklyn,New York,NY,"Brooklyn, New York",2,4,The shooter was not identified,N/A,N/A
27-Apr-15,2015,Gila Bend,Arizona,AZ,"Gila Bend, Arizona",2,2,The shooter was not identified,N/A,N/A
1-May-15,2015,Milwaukee,Wisconsin,WI,"Milwaukee, Wisconsin",2,3,"A suspect shot five people during an altercation in the street that stemmed from a family dispute shortly before 1 a.m. Five people were shot, two people from the same family were killed during a fight early Friday morning.",Residential home/Neighborhood,No
3-May-15,2015,Bronx,New York,NY,University Avenue,0,4,N/A,N/A,N/A
3-May-15,2015,Dayton,Ohio,OH,"Dayton, Ohio",1,6,The shooter was not identified,N/A,N/A
3-May-15,2015,Houston,Texas,TX,"Houston, Texas",0,6,The shooter was not identified,N/A,N/A
3-May-15,2015,Menasha,Wisconsin,WI,"Menasha, Wisconsin",4,1,"An argument with his ex-fiance likely motivated a university student to randomly shoot four people on a bridge at a park Sunday night, three fatally. Then the gunman also shot and killed himself.",Park/Wilderness,No
3-May-15,2015,South Bend,Indiana,IN,"South Bend, Indiana",0,4,The shooter was Christopher Lee Accettura,N/A,N/A
4-May-15,2015,Bronx,New York,NY,"Bronx, New York",0,4,The shooter was not identified,N/A,N/A
4-May-15,2015,Buffalo,New York,NY,"Buffalo, New York",1,3,The shooter was not identified,N/A,N/A
7-May-15,2015,Cincinnati,Ohio,OH,"Cincinnati, Ohio",0,4,The shooter was not identified,N/A,N/A
10-May-15,2015,Cleveland,Ohio,OH,"Cleveland, Ohio",1,4,The shooter was not identified,N/A,N/A
10-May-15,2015,Jersey City,New Jersey,NJ,"Jersey City, New Jersey",0,4,The shooter was not identified,N/A,N/A
10-May-15,2015,Newark,New Jersey,NJ,"Newark, New Jersey",1,3,"The shooting occurred during an annual event marking the opening of the motorcycle season. More than 2,000 people were in attendance when gunfire erupted at South 16th Street and 19th Avenue just before 8 p.m. Sunday. High school football star Al-Shakeem Woodson was shot and killed and three other people were wounded in the shooting.
The shooting was a result of a long-running feud between two other against the shooter and the 16-year-old.",Street/Highway,No
12-May-15,2015,Capitol Heights,Maryland,MD,"Capitol Heights, Maryland",1,4,The shooter was not identified,N/A,N/A
12-May-15,2015,Tucson,Arizona,AZ,"Tucson, Arizona",5,0,"A man gunned down four of his family members, including his 17-year-old niece, before fatally shooting himself in a murder-suicide.",Residential home/Neighborhood,No
13-May-15,2015,Anchorage,Alaska,AK,"Anchorage, Alaska",4,0,The shooter was not identified,N/A,N/A
16-May-15,2015,Baltimore,Maryland,MD,"Baltimore, Maryland",0,5,The shooter was not identified,N/A,N/A
16-May-15,2015,Milwaukee,Wisconsin,WI,"Milwaukee, Wisconsin",0,5,The shooter was not identified,N/A,N/A
16-May-15,2015,Rochester,New York,NY,"Rochester, New York",0,4,The shooter was not identified,N/A,N/A
17-May-15,2015,Waco,Texas,TX,"Waco, Texas",9,18,The shooter was not identified,N/A,N/A
18-May-15,2015,Kinloch,Missouri,MO,"Kinloch, Missouri",0,4,The shooter was not identified,N/A,N/A
18-May-15,2015,Miami,Florida,FL,"Miami, Florida",1,4,The shooter was not identified,N/A,N/A
20-May-15,2015,Baltimore,Maryland,MD,"Baltimore, Maryland",1,4,The shooter was not identified,N/A,N/A
23-May-15,2015,Fresno,California,CA,"Fresno, California",2,2,The shooter was not identified,N/A,N/A
24-May-15,2015,Brockton,Massachusetts,MA,"Brockton, Massachusetts",0,5,The shooter was not identified,N/A,N/A
24-May-15,2015,Flint,Michigan,MI,"Flint, Michigan",0,7,The shooter was not identified,N/A,N/A
24-May-15,2015,Montgomery,Alabama,AL,"Montgomery, Alabama",1,3,The shooter was not identified,N/A,N/A
24-May-15,2015,Saint Louis,Missouri,MO,2700 block of Dayton,0,4,N/A,N/A,N/A
24-May-15,2015,St. Louis,Missouri,MO,"St. Louis, Missouri",0,4,The shooter was not identified,N/A,N/A
25-May-15,2015,Decatur,Illinois,IL,"Decatur, Illinois",1,4,The shooter was attending a rap concert at a venue called Club Maxey Monday when he and the victim got into an altercation. The four other people were wounded.,Entertainment venue,No
26-May-15,2015,New Orleans,Louisiana,LA,"New Orleans, Louisiana",2,2,The shooter was not identified,N/A,N/A
28-May-15,2015,Chester,Pennsylvania,PA,"Chester, Pennsylvania",1,3,The shooter was not identified,N/A,N/A
28-May-15,2015,Chicago,Illinois,IL,"Chicago, Illinois",0,5,The shooter was not identified,N/A,N/A
28-May-15,2015,Omaha,Nebraska,NE,"Omaha, Nebraska",0,4,The shooter was not identified,N/A,N/A
29-May-15,2015,Miami,Florida,FL,"Miami, Florida",1,3,The shooter was not identified,N/A,N/A
30-May-15,2015,North Amityville,New York,NY,"North Amityville, New York",1,3,The shooter was not identified,N/A,N/A
30-May-15,2015,San Diego,California,CA,"San Diego, California",0,4,The shooter was not identified,N/A,N/A
31-May-15,2015,Cleveland,Ohio,OH,"Cleveland, Ohio",3,1,"The shooter entered his ex-girlfriend's home and found his ex-girlfriend and her grandfather upstairs, shooting and killing both. He then took his own life.",Residential home/Neighborhood,No
31-May-15,2015,Conyers,Georgia,GA,"Conyers, Georgia",3,2,"The shooter entered the business just before 5 pm and open fire. He appeared to randomly shoot at anyone in his path but turns and leaves the building when an armed citizen off-camera returns fire. After the shooter left the liquor store, he returned to his parents' home and shot and wounded them both.",Retail/Wholesale/Services facility,No
31-May-15,2015,New Haven,Connecticut,CT,"New Haven, Connecticut",0,5,The shooter was not identified,N/A,N/A
31-May-15,2015,Springdale,Maryland,MD,"Springdale, Maryland",1,3,The shooter was not identified,N/A,N/A
2-Jun-15,2015,Anniston,Alabama,AL,"Anniston, Alabama",0,4,The shooter was not identified,N/A,N/A
3-Jun-15,2015,Wyandanch,New York,NY,"Wyandanch, New York",3,1,The shooter was not identified,N/A,N/A
5-Jun-15,2015,Davenport,Iowa,IA,"Davenport, Iowa",0,5,The shooter was not identified,N/A,N/A
5-Jun-15,2015,New Orleans,Louisiana,LA,"New Orleans, Louisiana",1,3,The shooter was not identified,N/A,N/A
6-Jun-15,2015,Buffalo,New York,NY,"Buffalo, New York",1,4,The shooter was not identified,N/A,N/A
